Title,Rental_Price,Location,Beds,Baths,Balconies,Carpet Area,Floor,Status,Furnished Status,Age Of Construction,Rental Value,Security Deposit,Address,Furnishing,Age of Construction,link,Balcony,Project,Price,Covered Parking,Super Built-up Area,Developer,Facing,Lifts,Car parking,Landmarks,Flooring,Overlooking,Additional Rooms,Water Availability,Status of Electricity,Lift,Amenities,Price per sqft,Configuration,Tower & Unit,Floors allowed for construction,Unit,Bath,Bed,Type of Ownership,RERA ID,Authority Approval,Tower,Plot Area,Any Construction done,Boundary Wall,Transaction Type,Approved,Dimensions(L X B),No of Open Sides,Additional Features,Floors allowed,Brokerage Response
5 BHK Residential House  For Rent,"₹75,000","Attapur, Hyderabad",5.0,5.0,,,Ground(Out of 3 Floors),Immediately,Semi-Furnished,,"₹75,000",,"Attapur, Hyderabad - Central, Andhra Pradesh",Semi-Furnished,,https://www.magicbricks.com/propertyDetails/5-BHK-3000-Sq-ft-Residential-House-FOR-Rent-Attapur-in-Hyderabad&id=4d423637373133373835,,,,,3000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 BHK Builder Floor 3600 Sq-ft For Rent in,₹1.5 Lac,"Prakash Nagar, Hyderabad",6.0,5.0,6.0,3000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹50/sqft,3(Out of 4 Floors),Immediately,Semi-Furnished,New Construction,₹1.5 Lac,,"1-8-505a1 prakash nagar begumpet huderabad, Prakash Nagar, Hyderabad - North, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/6-BHK-3600-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Prakash-Nagar-in-Hyderabad&id=4d423832383336313737,,,,,,,West,,,,,Main Road,Servant Room,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK 1400 Sq-ft Flat/Apartment  For Rent in,Call for Rent,"Chanchalguda, Hyderabad",,,,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham,1(Out of 3 Floors),Immediately,Furnished,New Construction,,"₹30, 000","Chanchalguda, Hyderabad-500024, Chanchalguda, Hyderabad - Central, Andhra Pradesh",Furnished,New Construction,https://www.magicbricks.com/propertyDetails/1-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Chanchalguda-in-Hyderabad&id=4d423831343737393633,1.0,,,2.0,,,North,,2 Covered,Near Malakpet Metro,"Ceramic Tiles, Marble, Granite",Main Road,Study,24 Hours Available,No/Rare Powercut,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
"3 BHK Flat 1350 Sq-ft For Rent in Tripura Mohans Sai Signature,","₹32,000","Nanakram Guda, Hyderabad",3.0,2.0,,1050sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,5(Out of 5 Floors),Immediately,Semi-Furnished,New Construction,"₹32,000",,"Nanakram Guda, Hyderabad - West, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Rent-Nanakram-Guda-in-Hyderabad&id=4d423337323935353235,,Tripura Mohans Sai Signature,₹ 1.75 Cr - ₹ 2.70 Cr,,,Tripura Constructions,West,,,,Vitrified,Garden/Park,,24 Hours Available,No/Rare Powercut,,"Kids Play Area,Flower Gardens,Intercom Facility,Water Storage,Security,Gymnasium,Club House,Power Back Up",,,"3 Towers , 135 Units",,,,,,,,,,,,,,,,,,
"3 BHK Flat 1715 Sq-ft For Rent in Rajapushpa Provincia,","₹70,000","Power Welfare Society, Hyderabad",3.0,3.0,,1400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹50/sqft,4(Out of 39 Floors),Immediately,Semi-Furnished,,"₹70,000|₹6,800Monthly Maintenance",₹1.5 Lac,"Power Welfare Society, Hyderabad - West, Andhra Pradesh",Semi-Furnished,,https://www.magicbricks.com/propertyDetails/3-BHK-1715-Sq-ft-Multistorey-Apartment-FOR-Rent-Power-Welfare-Society-in-Hyderabad&id=4d423833343135313737,1.0,Rajapushpa Provincia,₹ 1.41 Cr - ₹ 2.93 Cr,,,Rajapushpa Properties Pvt. Ltd.,,,,,,,,,,,"Recreational Pool,Outdoor Tennis Courts,Indoor Games Room,Event Space & Amphitheatre,Bank & ATM,Coffee Lounge & Restaurants,AEROBICS ROOM,Curated Garden,Kids play area,Large Clubhouse,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 8,540 - ₹ 1.1 Lac","2, 3 BHK Flats","11 Towers , 3496 Units",,,,,,,,,,,,,,,,,,
2 BHK 1600 Sq-ft Flat/Apartment  For Rent in,"₹70,000","KPHB Phase 6, Hyderabad",2.0,2.0,,1540sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹45/sqft,18(Out of 35 Floors),Immediately,Furnished,New Construction,"₹70,000",,"kphb, KPHB Phase 6, Hyderabad - North, Andhra Pradesh",Furnished,New Construction,https://www.magicbricks.com/propertyDetails/2-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-KPHB-Phase-6-in-Hyderabad&id=4d423639313739313733,1.0,,,,,,West,,,,,"Garden/Park, Pool","Puja Room, Study, Store",,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 1460 Sq-ft For Rent in,"₹18,000","Mahabubabad, Hyderabad",3.0,2.0,2.0,1460sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹12/sqft,3(Out of 5 Floors),Immediately,Unfurnished,5 to 10 years,"₹18,000|₹2,000Monthly Maintenance","₹30, 000","Hyderabad, Andhra Pradesh",Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-1460-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Hyderabad&id=4d423832383335393231,,,,,,,West,,,,,Main Road,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 1800 Sq-ft For Rent in,"₹35,000","Ashok Nagar, Hyderabad",3.0,3.0,,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,2(Out of 3 Floors),Immediately,Semi-Furnished,5 to 10 years,"₹35,000|₹3,000Monthly Maintenance",,"Ashok Nagar, Hyderabad - Central, Andhra Pradesh",Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Rent-Ashok-Nagar-in-Hyderabad&id=4d423833353038333033,1.0,,,,,,North - East,,,rtc x road,,Main Road,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1500 Sq-ft For Rent in Hari Hara Helinum,","₹25,000","Bachupally, Hyderabad",3.0,3.0,2.0,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,1(Out of 5 Floors),Immediately,Unfurnished,New Construction,"₹25,000|₹3,000Monthly Maintenance","₹50, 000","near renuka yellama temple, Bachupally, Hyderabad - North, Andhra Pradesh",Unfurnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Bachupally-in-Hyderabad&id=4d423833343135313533,,Hari Hara Helinum,₹ 72.0 Lac Onwards,,,Hari Hara Infra,West,,,near renuka yellama temple,,"Pool, Garden/Park",Puja Room,,,,"Sewage treatment plant,Fire Fighting Equipment,Fireplace,Fire Sprinklers,Visitor Parking,Reserved Parking,Power Back Up",,2 BHK Flats,"1 Tower , 75 Units",,,,,,,,,,,,,,,,,,
6 BHK Residential House  For Rent,"₹75,000","Kalyan Nagar Erragadda, Hyderabad",6.0,7.0,6.0,3000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,6(Out of 3 Floors),Immediately,Semi-Furnished,Above 20 years,"₹75,000",₹1.5 Lac,"Kalyan Nagar Erragadda, Hyderabad - North, Andhra Pradesh",Semi-Furnished,Above 20 years,https://www.magicbricks.com/propertyDetails/6-BHK-3800-Sq-ft-Residential-House-FOR-Rent-Kalyan-Nagar-Erragadda-in-Hyderabad&id=4d423633333633363831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 BHK  4500 Sq-ft For Rent in,"₹80,000","Kondapur, Hyderabad",5.0,5.0,,,,Immediately,Furnished,,"₹80,000",,"Kondapur, Hyderabad - North, Andhra Pradesh",Furnished,,https://www.magicbricks.com/propertyDetails/5-BHK-4500-Sq-ft-Villa-FOR-Rent-Kondapur-in-Hyderabad&id=4d423637373031343131,,,,,4500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5 BHK 7333 Sq-ft Flat/Apartment  For Rent in Sonthalia Fortune Sky Villas,",₹4.5 Lac,"Kokapet, Hyderabad",5.0,5.0,4.0,7333sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹61/sqft,15(Out of 22 Floors),Immediately,Furnished,New Construction,₹4.5 Lac,,"Fortune Sonthalia Sky villas Kokapet, Kokapet, Hyderabad - West, Andhra Pradesh",Furnished,New Construction,https://www.magicbricks.com/propertyDetails/5-BHK-7333-Sq-ft-Multistorey-Apartment-FOR-Rent-Kokapet-in-Hyderabad&id=4d423833363836363931,,Sonthalia Fortune Sky Villas,₹ 7.91 Cr Onwards,,,Sri Srinivasa Infra,West,,,,,Main Road,Puja Room,,,,"Aesthetically designed landscape garden,Cricket net practice,Half basketball court,Water treatment plant,Sewage treatment plant,Fire Fighting Equipment,Cycling & Jogging Track,Event Space & Amphitheatre,Cycling track,Kids play area,Water Front,Grand Entrance lobby,Mini Cinema Theatre,Jogging and Strolling Track,Piped Gas,Banquet Hall,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Visitor Parking,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 10,895 - ₹ 17,462",4 BHK Flats,,,", 234 Units",,,,,,,,,,,,,,,,
"3 BHK Flat 1535 Sq-ft For Rent in Mcor Darbar,","₹60,000","Ameenpur, Hyderabad",3.0,3.0,,,16(Out of 17 Floors),Immediately,Semi-Furnished,,"₹60,000",,"Ameenpur, Hyderabad - North, Andhra Pradesh",Semi-Furnished,,https://www.magicbricks.com/propertyDetails/3-BHK-1535-Sq-ft-Multistorey-Apartment-FOR-Rent-Ameenpur-in-Hyderabad&id=4d423637373133333335,,Mcor Darbar,₹ 77.0 Lac - ₹ 95.0 Lac,,1535sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹20,000","Peerzadiguda, Hyderabad",3.0,3.0,2.0,1700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹12/sqft,,Immediately,Semi-Furnished,5 to 10 years,"₹20,000","₹40, 000","Peerzadiguda, Hyderabad - East, Andhra Pradesh",Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Residential-House-FOR-Rent-Peerzadiguda-in-Hyderabad&id=4d423833353038323937,,,,,,,,,,,,,Puja Room,,,,,,,,,,,,,,,,,,,,,,,,,
Flat 500 Sq-ft For Rent in,"₹50,000","Khanapur, Hyderabad",,,,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹100/sqft,,Immediately,,Less than 5 years,"₹50,000",,"2-4., Khanapur, Hyderabad - West, Andhra Pradesh",,Less than 5 years,https://www.magicbricks.com/propertyDetails/500-Sq-ft-Multistorey-Apartment-FOR-Rent-Khanapur-in-Hyderabad&id=4d423832383336303033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹25,000","Nagole, Hyderabad",2.0,2.0,2.0,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,,Immediately,Semi-Furnished,New Construction,"₹25,000",,"Nagole, Hyderabad - East, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Residential-House-FOR-Rent-Nagole-in-Hyderabad&id=4d423833363836343531,,,,,,,West,,,,,,Puja Room,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK 1200 Sq-ft Flat/Apartment  For Rent in,"₹20,000","Chaitanyapuri, Hyderabad",2.0,2.0,,,3(Out of 3 Floors),Immediately,Unfurnished,,"₹20,000",,"Chaitanyapuri, Hyderabad - Central, Andhra Pradesh",Unfurnished,,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Chaitanyapuri-in-Hyderabad&id=4d423734343138393537,,,,,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1450 Sq-ft For Rent in CPR Sri Sai Residency,","₹28,000","Kondapur, Hyderabad",3.0,2.0,,,4(Out of 5 Floors),Immediately,Semi-Furnished,,"₹28,000",,"Kondapur, Hyderabad - North, Andhra Pradesh",Semi-Furnished,,https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Rent-Kondapur-in-Hyderabad&id=4d423833353038343335,,CPR Sri Sai Residency,₹ 1.55 Cr - ₹ 1.85 Cr,,1450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 980 Sq-ft For Rent in Silver Springs,","₹14,000","Quthbullapur, Hyderabad",3.0,2.0,2.0,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,4(Out of 5 Floors),Immediately,Furnished,10 to 15 years,"₹14,000|₹1,900Monthly Maintenance","₹28, 000","Flat No C 407, Quthbullapur, Hyderabad - North, Andhra Pradesh",Furnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/3-BHK-980-Sq-ft-Multistorey-Apartment-FOR-Rent-Quthbullapur-in-Hyderabad&id=4d423833353938383235,,Silver Springs,₹ 84.2 Lac - ₹ 99.3 Lac,,,Modi Builders,,,,,,,,,,,,,,,,", 630 Units",,,,,,,,,,,,,,,,
"3 BHK Flat 1920 Sq-ft For Rent in Aparna Sarovar Grande,","₹55,000","Nallagandla, Hyderabad",3.0,3.0,2.0,,8(Out of 19 Floors),Immediately,Semi-Furnished,5 to 10 years,"₹55,000|₹7,000Monthly Maintenance",₹1.0 Lac,"Aparna Sarovar Grande Rd, Nallagandla, Serilingampally, Hyderabad, Telangana 500019, Nallagandla, Hyderabad - West, Andhra Pradesh",Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-1920-Sq-ft-Multistorey-Apartment-FOR-Rent-Nallagandla-in-Hyderabad&id=4d423534373933313735,,Aparna Sarovar Grande,₹ 2.20 Cr - ₹ 4.45 Cr,2.0,1920sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,Aparna Constructions and Estates Pvt. Ltd.,East,,2 Covered,,Vitrified,"Garden/Park, Pool",,24 Hours Available,No/Rare Powercut,,"Provision for power backup,Badminton court,Aesthetically designed landscape garden,Half basketball court,Fire Fighting Equipment,Cycling & Jogging Track,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Indoor Squash & Badminton Courts,Indoor Games Room,Bank & ATM,Coffee Lounge & Restaurants,AEROBICS ROOM,CCTV Camera,Multipurpose Hall,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 9,302 - ₹ 11,531",3 BHK Flats,"9 Towers , 720 Units",,,,,,,,,,,,,,,,,,
"3 BHK Flat 1860 Sq-ft For Rent in Nafees Residency,","₹62,000","Masab Tank, Hyderabad",3.0,3.0,2.0,1700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,5(Out of 5 Floors),Immediately,Furnished,,"₹62,000|₹3,500Monthly Maintenance",₹2.5 Lac,"Ac guards lakdi ka pul, Masab Tank, Hyderabad - Central, Andhra Pradesh",Furnished,15 to 20 years,https://www.magicbricks.com/propertyDetails/3-BHK-1860-Sq-ft-Multistorey-Apartment-FOR-Rent-Masab-Tank-in-Hyderabad&id=4d423830303531303231,,Nafees Residency,₹ 1.17 Cr - ₹ 1.31 Cr,2.0,,Western Constrcutions,North - East,2.0,2 Covered,"Close proximity to Banks, Marts, Metro, Nampally Station, SchoolsHospital",Granite,,,24 Hours Available,No/Rare Powercut,2.0,"Flower Gardens,Maintenance Staff,Security,Reserved Parking,Lift,Power Back Up",,,,1.0,", 80 Units",,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹6,500","Alwal, Hyderabad",,,,,Ground(Out of 2 Floors),Immediately,Unfurnished,,"₹6,500",,"Alwal, Hyderabad - Secunderabad City, Andhra Pradesh",Unfurnished,,https://www.magicbricks.com/propertyDetails/1-BHK-450-Sq-ft-Residential-House-FOR-Rent-Alwal-in-Hyderabad&id=4d423637373033373135,,,,,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
2 BHK Flat 1100 Sq-ft For Rent in,"₹25,000","Sri Ranganatha Nilayam, Hyderabad",2.0,2.0,2.0,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,3(Out of 4 Floors),Immediately,Semi-Furnished,Less than 5 years,"₹25,000","₹50, 000","Hyderabad, Andhra Pradesh",Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Hyderabad&id=4d423833333031373433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1740 Sq-ft For Rent in Vajras Jasmine County,","₹60,000","Gachibowli, Hyderabad",3.0,3.0,,,11(Out of 14 Floors),Immediately,Semi-Furnished,,"₹60,000",,"Gachibowli, Hyderabad - West, Andhra Pradesh",Semi-Furnished,,https://www.magicbricks.com/propertyDetails/3-BHK-1740-Sq-ft-Multistorey-Apartment-FOR-Rent-Gachibowli-in-Hyderabad&id=4d423534383535353037,,Vajras Jasmine County,₹ 1.75 Cr - ₹ 2.36 Cr,,1740sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹34/sqft,Vajra Group,,,,,,,,,,,"Fire Fighting Equipment,Activity Deck4,Retail Boulevard (Retail Shops),Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Dance Studio,Concierge Services,Bank & ATM,Coffee Lounge & Restaurants,Arts & Craft Studio,AEROBICS ROOM,Guest lobby in each floor,Solar Energy,Horticulture,Multipurpose Hall,Premium branded fittings,Grand Entrance lobby,Large Open space,3 Tier Security System,Large Clubhouse,Located in the Heart of city,Theme based Architectures,Central AC,Earth quake resistant,High Ceiling,Skydeck,Mini Cinema Theatre,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Banquet Hall,RO Water System,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,3 BHK Flats,"5 Towers , 376 Units",,,,,,,,,,,,,,,,,,
"4 BHK  4000 Sq-ft For Rent in My Home Ankura,","₹90,000","Tellapur, Hyderabad",4.0,4.0,,3223sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,,Immediately,Semi-Furnished,New Construction,"₹90,000|₹11,281Monthly Maintenance",₹2.0 Lac,"421 My Home Ankura, Tellapur, Tellapur, Hyderabad - West, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/4-BHK-4000-Sq-ft-Villa-FOR-Rent-Tellapur-in-Hyderabad&id=4d423637373133393639,,,₹ 6.20 Cr - ₹ 7.97 Cr,,,,,,2 Open,,Marble,Garden/Park,"Puja Room, Store",24 Hours Available,No/Rare Powercut,,"Visitor Parking,Security,Swimming Pool,Rain Water Harvesting,Power Back Up","₹ 15,203 - ₹ 17,125",4 BHK Villas,,,", 603 Units",,,,,,,,,,,,,,,,
9 BHK  3900 Sq-ft For Rent in,₹1.0 Lac,"Shamshabad, Hyderabad",9.0,9.0,,3900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,,Immediately,Unfurnished,5 to 10 years,"₹1 Lac|₹2,000Monthly Maintenance",₹3.0 Lac,"Near Telephone Exchange, Shamshabad, Hyderabad - South, Andhra Pradesh",Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/9-BHK-3900-Sq-ft-Villa-FOR-Rent-Shamshabad-in-Hyderabad&id=4d423732313537333931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK 3000 Sq-ft Flat/Apartment  For Rent in,"₹80,000","Madhapur, Hyderabad",3.0,4.0,,,4(Out of 15 Floors),Immediately,Unfurnished,,"₹80,000",,"Madhapur, Hyderabad - North, Andhra Pradesh",Unfurnished,,https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Multistorey-Apartment-FOR-Rent-Madhapur-in-Hyderabad&id=4d423732313537313133,,,,,3000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 BHK  3400 Sq-ft For Rent in Pruthvi Adithyas Belmont Greene,","₹80,000","Tellapur, Hyderabad",4.0,4.0,3.0,,,Immediately,Semi-Furnished,New Construction,"₹80,000|₹7,000Monthly Maintenance",₹2.4 Lac,"Belmont green, Tellapur, Hyderabad - West, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/4-BHK-3400-Sq-ft-Villa-FOR-Rent-Tellapur-in-Hyderabad&id=4d423637363939373339,,,₹ 1.33 Cr - ₹ 1.58 Cr,2.0,3400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,,East,,"2 Covered, 2 Open",Tellapur,"Vitrified, Wooden, Ceramic Tiles",Garden/Park,"Puja Room, Servant Room",24 Hours Available,No/Rare Powercut,,"Waste water recycling,Community Hall,Sewage treatment plant,Rentable Community Space,Bank & ATM,Golf Course,Mini Cinema Theatre,RO Water System,Laundry Service,Waste Disposal,Swimming Pool,Rain Water Harvesting",,,,,", 96 Units",,,,,,,,,,,,,,,,
"3 BHK 3430 Sq-ft Flat/Apartment  For Rent in My Home Bhooja,",₹2.6 Lac,"Hitech City, Hyderabad",3.0,3.0,3.0,,10(Out of 27 Floors),Immediately,Furnished,,₹2.6 Lac,,"Hitech City, Hyderabad - North, Andhra Pradesh",Furnished,,https://www.magicbricks.com/propertyDetails/3-BHK-3430-Sq-ft-Multistorey-Apartment-FOR-Rent-Hitech-City-in-Hyderabad&id=4d423833353038343531,,My Home Bhooja,₹ 5.66 Cr - ₹ 14.17 Cr,,3430sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹76/sqft,My Home Group,West,,,,,"Pool, Garden/Park, Main Road","Puja Room, Store, Study, Servant Room",,,,"Kids Play Area,Jogging and Strolling Track,Piped Gas,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up",,"3, 4 BHK Flat","7 Towers , 1544 Units",,,,,Freehold,,,,,,,,,,,,,
3 BHK Flat 2000 Sq-ft For Rent in,"₹60,000","Nanakramguda, Hyderabad",3.0,3.0,,,18(Out of 34 Floors),Immediately,Semi-Furnished,,"₹60,000",,"Hyderabad, Andhra Pradesh",Semi-Furnished,,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Hyderabad&id=4d423639313730333231,,,,,2000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
