Title,Rental_Price,Location,Beds,Baths,Balcony,Carpet Area,Status,Furnished Status,Rental Value,Security Deposit,Address,Landmarks,Furnishing,link,Bath,Super Built-up Area,Floor,Age Of Construction,Age of Construction,Balconies,Project,Facing,Overlooking,Additional Rooms,Price,Developer,Amenities,Price per sqft,Configuration,Tower & Unit,Covered Parking,Lifts,Car parking,Water Availability,Status of Electricity,Floors allowed for construction,Lift,Bed,Flooring,Authority Approval,Unit,Type of Ownership,RERA ID,Tower,Plot Area,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved,Floor allowed,Floors allowed
2 BHK Builder Floor 700 Sq-ft For Rent in,"₹19,000","Action Area 1, Kolkata",2.0,2.0,,700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,Immediately,Semi-Furnished,"₹19,000","₹4, 000","Action Area 1, Kolkata - East, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Action-Area-1-in-Kolkata&id=4d423833343837313935,,,3(Out of 4 Floors),,,2.0,,North - West,Garden/Park,,,,,,,,,,,,,,,,,,,Freehold,,,,,,,,,,
1 BHK Residential House  For Rent,"₹3,500",Hooghly,,,,,Immediately,Unfurnished,"₹3,500",,"Hooghly, Kolkata, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-450-Sq-ft-Residential-House-FOR-Rent-Hooghly-in-Kolkata&id=4d423833303035363531,1.0,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹8/sqft,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
4 BHK Flat 1400 Sq-ft For Rent in,"₹25,000","Neelkamal Apartment BD 39 Rabindra Pally Kestopur, Kolkata",4.0,2.0,,1400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,Immediately,Semi-Furnished,"₹25,000","₹25, 000","Kolkata, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Kolkata&id=4d423632353639373531,,,4(Out of 4 Floors),Above 20 years,Above 20 years,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK 800 Sq-ft Flat/Apartment  For Rent in,"₹20,000","Mukundapur, Kolkata",,,1.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,Immediately,Unfurnished,"₹20,000",,"Mukundapur, Kolkata - South, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Mukundapur-in-Kolkata&id=4d423737353335373335,1.0,,3(Out of 4 Floors),5 to 10 years,5 to 10 years,,,,Main Road,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
"2 BHK 1100 Sq-ft Flat/Apartment  For Rent in Project Southern Avenue,","₹33,000","Southern Avenue, Kolkata",2.0,2.0,1.0,,Immediately,Furnished,"₹33,000","₹33, 000","Southern Avenue, Kolkata, Southern Avenue, Kolkata - South, West Bengal","This locality is in superb Location In Southern Avenue, near vivekananda park 2Bhk Well Furnished Flat.",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Southern-Avenue-in-Kolkata&id=4d423638373434353431,,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,1(Out of 4 Floors),Less than 5 years,Less than 5 years,,Project Southern Avenue,South,,,₹ 1.50 Cr - ₹ 2.28 Cr,,,,,,1.0,,1 Covered,24 Hours Available,No/Rare Powercut,,1.0,,Marble,,,,,,,,,,,,,
3 BHK Flat 1200 Sq-ft For Rent in,"₹22,000","Madurdaha, Kolkata",3.0,2.0,1.0,,Immediately,Unfurnished,"₹22,000","₹44, 000","bhowmik marble madurdaha kalikapur, Madurdaha, Kolkata - South, West Bengal","kalikapur, Madurdaha aanandapur ps",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Madurdaha-in-Kolkata&id=4d423632353736363039,,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,1(Out of 3 Floors),5 to 10 years,5 to 10 years,,,South,Main Road,,,,,,,,,,,,,,,,,,,Freehold,,,,,,,,,,
3 BHK  1000 Sq-ft For Rent in,"₹20,000","Kalikapur, Kolkata",3.0,3.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,Immediately,Unfurnished,"₹20,000","₹36, 000","Ahylanagar, Kalikapur, Kolkata, West Bengal","markets, clinics, hospitals, metro",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Residential-House-FOR-Rent-in-Kolkata&id=4d423734313231323933,,,,15 to 20 years,15 to 20 years,,,North,Main Road,,,,,,,,,,,,,,,,Marble,,,,,,,,,,,,,
2 BHK 880 Sq-ft Flat/Apartment  For Rent in,"₹20,000","Kudghat, Kolkata",2.0,2.0,,,Immediately,Unfurnished,"₹20,000",,"Kudghat, Kolkata - South, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-880-Sq-ft-Multistorey-Apartment-FOR-Rent-Kudghat-in-Kolkata&id=4d423833333931333939,,880sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,1(Out of 4 Floors),,,,,East,"Garden/Park, Main Road","Store, Servant Room",,,,,,,1.0,,1 Covered,,,,,,Ceramic Tiles,,,,,,,,,,,,,
"3 BHK 1686 Sq-ft Flat/Apartment  For Rent in Bengal Peerless Avidipta Phase 2,","₹75,000","EM Bypass, Kolkata",3.0,3.0,,,Immediately,Unfurnished,"₹75,000",₹1.5 Lac,"E M Bypass Kolkata, EM Bypass, Kolkata - South, West Bengal",Metro Cash and Carry,Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1686-Sq-ft-Multistorey-Apartment-FOR-Rent-EM-Bypass-in-Kolkata&id=4d423830373237303837,,1686sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹44/sqft,31(Out of 48 Floors),New Construction,New Construction,2.0,Bengal Peerless Avidipta Phase 2,South - East,"Garden/Park, Main Road",,₹ 2.38 Cr - ₹ 3.36 Cr,Bengal Peerless Housing,"Fire Fighting Equipment,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Games Room,Event Space & Amphitheatre,AEROBICS ROOM,Central AC,Jogging and Strolling Track,Conference Room,Cafeteria/Food Court,Banquet Hall,RO Water System,DTH Television Facility,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 9,312 - ₹ 34,599",3 BHK Flats,"2 Towers , 660 Units",,,,,,,,,,,,Freehold,,,,,,,,,,
1 BHK Flat 450 Sq-ft For Rent in,"₹6,500","Tollygunge, Kolkata",,,,375sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,Immediately,Unfurnished,"₹6,500","₹12, 000","75, Baburam Ghosh Road, Asok Nagar, Tollygunge, Kolkata - South, West Bengal","Tollygunge, Kolkata is a vibrant and well-connected neighborhood in South Kolkata, known for its rich cultural heritage, peaceful environment, and modern amenities. With excellent metro access, top schools, hospitals, parks, and shopping options nearby, its ideal for families and professionals seeking a balanced lifestyle in a prime location.",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-450-Sq-ft-Multistorey-Apartment-FOR-Rent-Tollygunge-in-Kolkata&id=4d423739393233373039,1.0,,3(Out of 3 Floors),15 to 20 years,15 to 20 years,,,North - East,"Garden/Park, Main Road",None of these,,,,,,,,,,24 Hours Available,No/Rare Powercut,3.0,,1.0,Ceramic Tiles,,,,,,,,,,,,,
1 BHK $area Flat/Apartment  For Rent in,Call for Price,"Netaji Nagar, Kolkata",,,1.0,,Immediately,Furnished,,,"Netaji Nagar, Kolkata - South, West Bengal",,Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-Multistorey-Apartment-FOR-Rent-Netaji-Nagar-in-Kolkata&id=4d423832373936303531,1.0,,2(Out of 4 Floors),,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,
2 BHK Builder Floor 800 Sq-ft For Rent in,"₹12,000","Baguiati, Kolkata",2.0,,,,Immediately,Semi-Furnished,"₹12,000",,"Baguiati, Kolkata - North, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Baguiati-in-Kolkata&id=4d423731383636393137,1.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,2(Out of 4 Floors),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 BHK 2480 Sq-ft Flat/Apartment  For Rent in Silver Spring Apartments,","₹55,000","Tangra, Kolkata",4.0,3.0,,2180sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,Immediately,Semi-Furnished,"₹55,000|₹6,400Monthly Maintenance",₹1.1 Lac,"EM Bypass, Near Science City, Next to ITC ROYAL, JW MARRIOTT, Tangra, Kolkata - Central, West Bengal",Itc royal bengal.,Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-2480-Sq-ft-Multistorey-Apartment-FOR-Rent-Tangra-in-Kolkata&id=4d423737353336343339,,,10(Out of 17 Floors),5 to 10 years,5 to 10 years,2.0,Silver Spring Apartments,South - East,"Pool, Garden/Park, Main Road",Servant Room,₹ 1.80 Cr - ₹ 2.63 Cr,Dhoot Group,"Private Garage,Outdoor Tennis Courts,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,,"10 Towers , 520 Units",,,,,,,,,,,,,,,,,,,,,,
Flat For Rent in,Call for Price,"New Town, Kolkata",,,,,Immediately,,,,"New Town, Kolkata - East, West Bengal",,,https://www.magicbricks.com/propertyDetails/Multistorey-Apartment-FOR-Rent-New-Town-in-Kolkata&id=4d423831343037333439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 1350 Sq-ft For Rent in,"₹25,000","New Alipore, Kolkata",3.0,2.0,,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,Immediately,Semi-Furnished,"₹25,000","₹50, 000","Near New Alipore childrens park, New Alipore, Kolkata - South, West Bengal",Near New Alipore children park,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Rent-New-Alipore-in-Kolkata&id=4d423832373936313033,,,1(Out of 3 Floors),10 to 15 years,10 to 15 years,2.0,,South - East,Main Road,Store,,,,,,,,,,,,,,,,,,Freehold,,,,,,,,,,
"2 BHK Flat 1000 Sq-ft For Rent in Radhakrishna Apartment,","₹16,000","Rajpur Sonarpur, Kolkata",2.0,2.0,1.0,,Immediately,Unfurnished,"₹16,000|₹1,000Monthly Maintenance","₹48, 000","Rajpur Sonarpur, Rajpur Sonarpur, Kolkata - South 24 Parganas District, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Rajpur-Sonarpur-in-Kolkata&id=4d423332373330383535,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,3(Out of 4 Floors),5 to 10 years,5 to 10 years,,Radhakrishna Apartment,,,,₹ 46.5 Lac - ₹ 63.4 Lac,RP Construction,"Cycling & Jogging Track,Kids Play Area,Kids Club,Indoor Games Room,Piped Gas,Vaastu Compliant,Private Terrace/Garden,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Lift,Power Back Up",,,"1 Tower , 16 Units",,,,,,,,,,,,,,,,,,,,,,
3 BHK 1212 Sq-ft Flat/Apartment  For Rent in,"₹18,000","Kamalgazi, Kolkata",3.0,2.0,,,Immediately,Unfurnished,"₹18,000",,"Kamalgazi, Kolkata - South 24 Parganas District, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1212-Sq-ft-Multistorey-Apartment-FOR-Rent-Kamalgazi-in-Kolkata&id=4d423738383236333733,,1212sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,2(Out of 5 Floors),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1370 Sq-ft For Rent in Shreshta Garden Phase 1 and 2,","₹23,000","Rajarhat, Kolkata",3.0,2.0,,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,Immediately,Unfurnished,"₹23,000",,"Rajarhat, Rajarhat, Kolkata - North, West Bengal","City Center 2, Silver Oak Estate",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1370-Sq-ft-Multistorey-Apartment-FOR-Rent-Rajarhat-in-Kolkata&id=4d423637323539333635,,,2(Out of 6 Floors),5 to 10 years,5 to 10 years,2.0,Shreshta Garden Phase 1 and 2,North - East,Garden/Park,Store,₹ 68.1 Lac - ₹ 94.2 Lac,,,,,,,,,,,,,,Vitrified,City Municipal Corporation,,,,,,,,,,,,
"2 BHK 1300 Sq-ft Flat/Apartment  For Rent in Avenue House,","₹39,000","Southern Avenue, Kolkata",2.0,2.0,1.0,,Immediately,Furnished,"₹39,000","₹39, 000","Southern Ave, lake Terrace, Kalighat, Kolkata, West Bengal, Southern Avenue, Kolkata - South, West Bengal","This locality is in superb Location In Southern Avenue, near lake kalibari. 2Bhk Well Furnished Flat.",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Rent-Southern-Avenue-in-Kolkata&id=4d423638373434333631,,1300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,4(Out of 10 Floors),Less than 5 years,Less than 5 years,,Avenue House,South,"Garden/Park, Main Road",Puja Room,₹ 1.50 Cr - ₹ 2.28 Cr,,,,,,,2.0,,24 Hours Available,No/Rare Powercut,,2.0,,Marble,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹16,000","Sodepur, Kolkata",3.0,,,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,Immediately,Unfurnished,"₹16,000|₹500Monthly Maintenance",,"Sodepur, Kolkata - North 24 Parganas District, West Bengal",maroon international saloon,Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Residential-House-FOR-Rent-Sodepur-in-Kolkata&id=4d423737353335353639,1.0,,Ground(Out of 2 Floors),New Construction,New Construction,,,,Main Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1843 Sq-ft Flat/Apartment  For Rent in Upohar The Condoville,","₹45,000","EM Bypass, Kolkata",3.0,2.0,,,Immediately,Unfurnished,"₹45,000","₹90, 000","E M Bypass, EM Bypass, Kolkata - South, West Bengal",Peerless Hospital,Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1843-Sq-ft-Multistorey-Apartment-FOR-Rent-EM-Bypass-in-Kolkata&id=4d423830373237323139,,1843sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,2(Out of 18 Floors),5 to 10 years,5 to 10 years,2.0,Upohar The Condoville,South - East,"Garden/Park, Main Road",,₹ 44.0 Lac - ₹ 3.50 Cr,Ambuja Neotia,"Fire Fighting Equipment,Multipurpose Courts,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,CCTV Camera,Multipurpose Hall,Grand Entrance lobby,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Internet/Wi-Fi Connectivity,Waste Disposal,Intercom Facility,Visitor Parking,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 5,263 - ₹ 9,669","2, 3, 4 BHK Flats","14 Towers , 1272 Units",,,,,,,,,,,,Freehold,,,,,,,,,,
3 BHK Flat 1100 Sq-ft For Rent in,"₹15,000","ABHINANDAN APARTMEMT, Kolkata",3.0,2.0,1.0,1073sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,Immediately,Semi-Furnished,"₹15,000|₹1,000Monthly Maintenance","₹60, 000","Kolkata, Kolkata, West Bengal",Near Lokhnath baba Temple,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Kolkata&id=4d423533333637333137,,,1(Out of 4 Floors),10 to 15 years,10 to 15 years,,,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK 1250 Sq-ft Flat/Apartment  For Rent in,"₹19,500","Kalindi Housing Estate, Kolkata",3.0,2.0,,975sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,Immediately,Unfurnished,"₹19,500|₹600Monthly Maintenance",,"932a1011 jessore road kalindi kolkata 700089., Kalindi Housing Estate, Kolkata - North, West Bengal",State bank of india,Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalindi-Housing-Estate-in-Kolkata&id=4d423333303232373339,,,3(Out of 5 Floors),Above 20 years,Above 20 years,3.0,,South - East,"Garden/Park, Main Road",,,,,,,,,,,24 Hours Available,No/Rare Powercut,,,,Mosaic,City Municipal Corporation,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹14,500","Chetla, Kolkata",2.0,,,,Immediately,Unfurnished,"₹14,500",,"Chetla, Kolkata - South, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-490-Sq-ft-Residential-House-FOR-Rent-Chetla-in-Kolkata&id=4d423832353337353533,1.0,490sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,1(Out of 3 Floors),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Flat 750 Sq-ft For Rent in,"₹15,000","26 milan park apartment, Kolkata",2.0,2.0,1.0,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,Immediately,Unfurnished,"₹15,000|₹1,000Monthly Maintenance",,"Kolkata, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Kolkata&id=4d423738383234373435,,,1(Out of 3 Floors),New Construction,New Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1472 Sq-ft Flat/Apartment  For Rent in Bengal Peerless Avidipta Phase 2,","₹75,000","EM Bypass, Kolkata",3.0,2.0,1.0,,Immediately,Semi-Furnished,"₹75,000",₹1.5 Lac,"E M Bypass Kolkata, EM Bypass, Kolkata - South, West Bengal",Metro Cash and Carry,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1472-Sq-ft-Multistorey-Apartment-FOR-Rent-EM-Bypass-in-Kolkata&id=4d423830373237333335,,1472sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹51/sqft,43(Out of 48 Floors),,New Construction,,Bengal Peerless Avidipta Phase 2,South - East,"Garden/Park, Main Road",Servant Room,₹ 2.38 Cr - ₹ 3.36 Cr,Bengal Peerless Housing,"Fire Fighting Equipment,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Games Room,Event Space & Amphitheatre,AEROBICS ROOM,Central AC,Jogging and Strolling Track,Conference Room,Cafeteria/Food Court,Banquet Hall,RO Water System,DTH Television Facility,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 9,312 - ₹ 34,599",3 BHK Flats,"2 Towers , 660 Units",,,,,,,,,,,,Freehold,,,,,,,,,,
